solarSystemName,x,y,z,security
Akeva,-9.47094724950392e16,6.2114404413655e16,-7.38014096288304e16,0.664834848645296
Sosa,-8.34869173143548e16,7.11881996138086e16,-9.41569746635618e16,0.301179027437288
Ilahed,-8.17956633341842e16,7.52612296266488e16,-9.07067029546431e16,0.31594346592522
Eshwil,-8.86819786457933e16,8.2300286639161e16,-9.7642794568668e16,0.218968471462247
Aranir,-8.4224358460811e16,6.69547362639587e16,-1.00539545847313e17,0.242788606982275
Ishkad,-8.41129613616262e16,7.73636061816049e16,-8.61390834679175e16,0.366035538407793
Hahyil,-8.89581613496796e16,6.84622132026489e16,-1.04268722287202e17,0.208114841651135
Asilem,-5.98285040597033e16,6.66295526091308e16,-8.56590283284578e16,0.284997695535313
Mahnagh,-6.08738873394272e16,5.90277581239837e16,-9.6570831066938e16,0.205003377966423
Shach,-6.05172466787748e16,6.08916180177174e16,-8.38906968543728e16,0.326043080242139
Kehrara,-7.36651979465454e16,7.17009830841758e16,-8.54106250093877e16,0.364844024330709
Arena,-6.85486266198993e16,7.06345738437482e16,-7.63250814133721e16,0.44232988166039
Timeor,-5.66170166164695e16,5.5052089301391e16,-8.21731127846264e16,0.314131068744228
Uhtafal,-7.30163698009466e16,7.18324126836303e16,-7.39730812251417e16,0.499612285528816
Dysa,-6.13659304313279e16,7.16858825442681e16,-8.99731094296644e16,0.236195309177862
Serad,-6.92377922569789e16,6.8408660502674e16,-7.09062621388221e16,0.525836373084704
Mahti,-5.93589324009006e16,7.59938997795826e16,-8.71142899593903e16,0.228281786364499
Abha,-7.74338143447171e16,8.30785981421423e16,-7.2003290355774e16,0.434101313134241
Shedoo,-8.94335596169336e16,4.69003731731622e16,-8.37581120886249e16,0.506117738531189
Gamis,-1.02362648910611e17,4.0596126609599e16,-8.25489216623778e16,0.473906173726494
Nieril,-1.01098098348746e17,3.29218618449338e16,-8.7753326166026e16,0.35344020773032
Berta,-8.53722444342632e16,3.34975590023366e16,-7.87140128811779e16,0.489557233914793
Bekirdod,-1.0667189657529e17,4.60867834766445e16,-8.8535511544047e16,0.405349115293902
Hothomouh,-1.01697231116601e17,3.16926203818261e16,-8.13410996057737e16,0.422981028077878
Arnola,-5.34522376780293e16,4.20848701775261e16,-4.13040279255285e16,0.462835402531606
Astabih,-5.15086812595122e16,3.75306171289699e16,-3.75849597682683e16,0.408817589130305
Ubtes,-4.99486731023193e16,2.94307863510707e16,-3.59922799350598e16,0.336073246471394
Bimener,-4.63895240076147e16,2.62774811624212e16,-3.93678283353748e16,0.27004119778905
Kenobanala,-4.48955948853822e16,3.28807792758701e16,-3.62503280565689e16,0.289398349428228
Khabi,-4.49160615827613e16,2.55876598481696e16,-4.31348519802183e16,0.248618615189356
Uanzin,-5.27413767535792e16,3.89345124627542e16,-4.81218474837588e16,0.433972025380546
Itamo,-1.12560103587756e17,4.79283339319588e16,1.11978825842975e17,0.671738342770413
Mitsolen,-1.20342524769332e17,4.01960587339444e16,1.14066274472987e17,0.633705945033036
Jatate,-1.13233135699433e17,4.35358402169136e16,9.98387784917468e16,0.63742813303159
Mahtista,-1.19280441488417e17,4.19549311655408e16,1.07985141986103e17,0.658237550866042
Vaankalen,-1.03816549528156e17,5.40524157287301e16,1.03154736580374e17,0.647170374351955
Kylmabe,-1.1455264912827e17,5.22145252958791e16,1.16245911522904e17,0.73193132040608
Ahtulaima,-1.02314240978147e17,5.15208739769004e16,1.14451455950439e17,0.61268891517586
Geras,-1.08837334945851e17,7.39685485082592e16,8.89111144306029e16,0.650146461702381
Sirseshin,-1.22129903072428e17,7.72944502971872e16,8.37499386520438e16,0.747992815656222
Tuuriainas,-1.12954466387456e17,8.22233990165537e16,8.78444699158997e16,0.610848926567931
Unpas,-1.28835093262737e17,6.47566844860831e16,9.83381252281735e16,0.945964552643781
Shihuken,-1.22231920215349e17,7.19353118887792e16,9.55731715345483e16,0.874584974790593
Nomaa,-1.02548997380213e17,7.5165714802187e16,9.43404833973538e16,0.606936086220431
Ansila,-1.41907839349533e17,5.5430726626926e16,1.09208016114026e17,0.912017009910029
Hirtamon,-1.3377230510699e17,6.15932993512919e16,1.11641750668068e17,0.974726206929074
Hykkota,-1.46700680788e17,5.13922654326e16,1.05853589168e17,0.823653465299
Outuni,-1.48747791926887e17,4.61212485240934e16,1.07892563654426e17,0.734172299176997
Ohmahailen,-1.49794153665098e17,4.29064891311058e16,1.04942953561997e17,0.663810822884121
Eskunen,-1.53519004289575e17,4.26616980148278e16,1.05342914908028e17,0.625293934883188
Ikuchi,-1.37996816819161e17,6.3157462493689e16,1.14295800169879e17,0.986814622613172
Urlen,-1.39376796022883e17,7.1476647043998e16,9.95240165781046e16,0.959995210823471
Maurasi,-1.25986646920959e17,5.85222582205886e16,1.10028861626783e17,0.912747592952945
Kisogo,-1.36079097583e17,6.74581935204e16,8.9182007575e16,1
Jita,-1.29064861735e17,6.075530691e16,1.1746922706e17,0.945913116665
Niyabainen,-1.44006154015412e17,6.65822081758103e16,1.0790963149708e17,0.963923600275241
Perimeter,-1.43265233088943e17,6.49237149289389e16,1.04178623206742e17,0.953123230586721
"New Caldari",-1.36591309420335e17,6.86066181108911e16,1.14489542252206e17,1
Saisio,-1.02163624625311e17,6.80250132305961e16,9.88810076840847e16,0.652440258329975
Abagawa,-9.3195238525388e16,5.96260734273451e16,8.75346665050009e16,0.625297524039895
Jakanerva,-1.077362089753e17,6.57371826063481e16,1.12001668795974e17,0.743252264884049
Gekutami,-9.54090848284134e16,6.74807568869246e16,1.11772143099082e17,0.699187208282053
Hurtoken,-9.00961082476447e16,6.42135301427889e16,8.67274752661209e16,0.585977998383649
Uoyonen,-9.79308953353238e16,7.3716882694877e16,1.16754753932848e17,0.698780410423346
Hampinen,-8.61252967709529e16,6.38308157025176e16,9.06408004836968e16,0.541326681546124
Poinen,-9.83398025849181e16,7.83549630123378e16,9.41061463345514e16,0.558052576749366
Liekuri,-9.78916613682364e16,7.85971525700876e16,1.01436453611753e17,0.600608295226023
Obanen,-9.22641656490747e16,8.69101624873192e16,9.94790222141096e16,0.561731733234103
Josameto,-9.21303155086644e16,7.33225633171401e16,9.8168800459992e16,0.577656292856276
Otela,-8.96204009939061e16,7.50489043121383e16,9.35019741389732e16,-1
Olo,-8.26744291587569e16,9.17786834782049e16,1.0019445172953e17,0.676040546591996
Ikami,-8.11450033384442e16,6.34739586760046e16,8.48340335643026e16,0.532008285238633
Reisen,-7.70534810172306e16,6.27253382242769e16,8.21715752075333e16,0.518560559323966
Purjola,-7.74277228903989e16,5.67026801106976e16,8.61311013087868e16,0.520526760999043
Maila,-7.50532696615603e16,5.38248941905358e16,9.22505628729966e16,0.440715381231804
Akora,-6.70751053403745e16,4.95570542917043e16,9.4326218506763e16,0.324624876237477
Messoya,-5.94997972772636e16,4.39625518937266e16,8.56050586334089e16,0.315086024165665
Ishisomo,-8.1148409550041e16,8.78766713679774e16,1.1566544302916e17,0.650831543137427
Airmia,-7.62885841864963e16,8.30952117184407e16,1.15923520577851e17,0.623113151529817
Sakkikainen,-7.71613615526571e16,8.4780754185008e16,1.18987926624497e17,0.594888748666231
Friggi,-7.38757724528421e16,9.6063142669244e16,1.200272993755e17,0.509152956046691
Ihakana,-7.12226131273562e16,1.0226415651806e17,1.21304533109936e17,0.380808678105576
Vahunomi,-7.97214717094031e16,8.60838639416899e16,1.2382244449757e17,0.531591775705391
Otitoh,-6.7227266627176e16,9.5976161045141e16,1.17443205957308e17,0.481666891250913
Otomainen,-7.77811670090862e16,1.01875086740644e17,1.18873630934831e17,0.479158600448412
Vattuolen,-8.7946832829668e16,7.60389273575026e16,1.16470441932998e17,0.708073071152356
Onuse,-8.50858357384056e16,6.79761652678575e16,1.20548162843502e17,0.74042706302931
Soshin,-8.87445116891967e16,8.26344732128518e16,1.19698603628369e17,0.634221027653938
Keikaken,-8.53788729368788e16,6.92316101315679e16,1.24052345392799e17,0.721319230528388
Ukkalen,-8.44731222644732e16,6.7280694585549e16,1.29160044383989e17,0.645119862891427
Akkilen,-8.32601872123462e16,7.52312046010936e16,1.2211378426077e17,0.689045573282256
Silen,-9.54715222330916e16,8.89160047923283e16,1.22998899028655e17,0.522202878825245
Osmon,-7.72172219525185e16,9.44996320125025e16,9.8490970700105e16,0.680264298142202
Korsiki,-7.07219809380473e16,9.07887299352596e16,1.00083466612427e17,0.64316575942058
Inaya,-7.99112116768563e16,1.03825942684023e17,9.91203253199394e16,0.552350223791814
Nuken,-7.61807698626136e16,9.4917432117309e16,1.05753962994865e17,0.761305682290648
Uminas,-7.65295791790956e16,1.00378874729532e17,9.26742647052237e16,0.483909154233965
Airaken,-6.61839947572051e16,8.67079944198949e16,9.93216743630604e16,0.503991882209186
Oijanen,-6.17518144857817e16,8.14240753288762e16,9.82360565874534e16,0.351968653443131
Wuos,-7.68603421950531e16,1.04375115228575e17,1.00137193531918e17,0.561773868395155
Hentogaira,-8.73482665376007e16,7.96533979934042e16,1.29343994527353e17,0.566958279783441
Kiainti,-8.62489135628279e16,7.55658172084252e16,1.33868723702964e17,0.528522107079191
Vasala,-9.14728357328584e16,7.52637941033553e16,1.36942244860315e17,0.493712282866752
Walvalin,-8.71283341453492e16,7.90655381860727e16,1.40857078227803e17,0.378683207106181
Otanuomi,-8.73732576844063e16,7.5689721980109e16,1.42703848208881e17,-1
Vouskiaho,-9.84573205659111e16,7.65311453181461e16,1.37572842784503e17,0.50027896261691
Otsela,-8.5132088119882e16,8.38108818994324e16,1.36751732425879e17,0.38439987604487
Tasti,-5.61066108800702e16,3.49871547359785e16,8.273059854572e16,0.282290969372504
Otosela,-5.20985664938822e16,3.81085798831144e16,8.31031483480902e16,0.238157130665322
Uemon,-4.72163837278374e16,3.84231145103746e16,8.13342798257077e16,0.197446780605056
Paala,-4.22833983818358e16,3.64502097189847e16,8.3241714215686e16,0.134378952162304
Fuskunen,-4.7004117151051e16,4.00162549207673e16,7.79368007190283e16,0.224636623454764
Akkio,-4.71051668707942e16,3.02928578727429e16,8.33172614890713e16,0.162151414127479
Uchoshi,-1.00496692320561e17,7.37592430998035e16,1.41126808993396e17,0.474179049770405
Mastakomon,-9.87706331840044e16,6.87553397648134e16,1.42214368971923e17,0.456966103874352
Eruka,-9.52183958299634e16,6.53562660657419e16,1.43376909747739e17,0.417260815715143
Ohkunen,-9.52017988246793e16,7.14782868866174e16,1.45820715800665e17,0.384886689527896
Obe,-9.28424123805956e16,7.08251214308403e16,1.47778397330121e17,0.346931481415948
Wirashoda,-1.06151172886939e17,7.83563820339954e16,1.41377176585695e17,-1
Osaa,-8.93813629176632e16,6.46059506133651e16,1.4710499737698e17,0.329198935484454
LZ-6SU,-6.8172449900992e16,1.01512418601335e17,1.61085355413504e17,-0.172783127200583
MC6O-F,-6.64384968871573e16,1.13761178314461e17,1.7564147357346e17,-0.280434953207596
U54-1L,-6.9083335639538e16,9.89040139120099e16,1.73566053358378e17,-0.268069767155334
B-588R,-7.09221676024122e16,1.02310922201076e17,1.56333918206502e17,-0.154770225621138
NCGR-Q,-6.69088410129428e16,1.08886859078672e17,1.73211204085686e17,-0.260516532553661
G-LOIT,-6.49396460465438e16,1.054341534493e17,1.59732802467187e17,-0.157009298918178
HE-V4V,-6.21041035822768e16,1.05664288816528e17,1.68747212887082e17,-0.214402934407248
N-HSK0,-9.9374194762869e16,7.55270810533933e16,1.92432419711808e17,-0.360440450217197
05R-7A,-9.1474049609722e16,7.70681473600288e16,1.94554997198436e17,-0.401775551126912
7-UH4Z,-9.6693042704499e16,6.85355025425727e16,1.96323137394762e17,-0.363871343617748
5ZO-NZ,-8.93085818116709e16,6.01743674711588e16,1.91930742852777e17,-0.303460798394906
FS-RFL,-9.00407333985903e16,7.55649613639656e16,1.91193971177706e17,-0.37081582369648
Y0-BVN,-1.01434960175277e17,7.48544779817332e16,2.04939572812473e17,-0.439537250600359
X97D-W,-9.36912506262367e16,7.65948993428771e16,1.98627163703228e17,-0.427644902086071
0-R5TS,-6.72010468897618e16,9.82072606258496e16,1.68139788973304e17,-0.218626806080895
H-UCD1,-5.75497594929636e16,9.4083421911377e16,1.63905404396881e17,-0.172228763569322
7-K5EL,-5.32974021841237e16,8.54139184703256e16,1.61981696701848e17,-0.150502056347756
H-5GUI,-4.85835767630823e16,8.58876869113782e16,1.49434316462172e17,-0.14051497995165
FH-TTC,-3.49915231775579e16,7.65176619642702e16,1.53562600856128e17,-0.137552925507157
FMBR-8,-3.29641504103491e16,8.12217276321258e16,1.56509952402279e17,-0.138441088762176
3HX-DL,-9.72338505350198e16,1.32877894012418e17,2.06797834159568e17,-0.423819136317321
UH-9ZG,-1.0286486281794e17,1.16894044393756e17,2.05097038372556e17,-0.462583591338292
NFM-0V,-9.46639631530556e16,1.22977434507385e17,2.05484066413894e17,-0.499122578810344
YXIB-I,-1.00633897174769e17,1.17432050192053e17,2.08708343703733e17,-0.506995055596772
MY-T2P,-1.03893222396552e17,1.33504596495765e17,2.072738504001e17,-0.377080782744659
FA-DMO,-9.61267728901105e16,1.41215478180122e17,2.10434711827082e17,-0.385582816498639
GEKJ-9,-1.09456397362479e17,1.26122828058121e17,2.07354201682523e17,-0.386353756942774
Q-R3GP,-9.34045623710759e16,1.42293209291223e17,2.04846729634929e17,-0.355137999790533
N-5QPW,-8.90111231590603e16,1.45615391401048e17,2.11631682561256e17,-0.39255790068384
XV-8JQ,-1.07038244571489e17,1.33961722383847e17,2.1469477173575e17,-0.394929248493641
WBR5-R,-6.98605257310702e16,1.07517086325633e17,1.92416661384742e17,-0.515803442829873
4GYV-Q,-7.33672463862552e16,9.41430525868132e16,1.96781511960287e17,-0.536556144751755
4-HWWF,-7.96907790203613e16,9.80604907314994e16,1.91967321004941e17,-0.473026352922411
YMJG-4,-8.47543664670091e16,8.87615000309115e16,1.90130703447418e17,-0.4168935403681
8TPX-N,-7.37645004195638e16,1.10098042286106e17,1.87627954483572e17,-0.437191608873034
PM-DWE,-7.33286966042978e16,1.00276047037121e17,1.8687387954747e17,-0.423652868907188
K8X-6B,-9.57258845837008e16,1.0039140229632e17,1.93409583119637e17,-0.430215393485782
X445-5,-1.03272195706387e17,1.00106353492206e17,1.95674206253874e17,-0.413753522841213
KRUN-N,-9.28636883290113e16,9.45699524393536e16,1.88053738298371e17,-0.386696738264425
9OO-LH,-1.02927256081692e17,1.04512607280681e17,2.01945755536469e17,-0.466964327084467
V-OJEN,-9.14541346743853e16,8.05576161078799e16,1.81930517394845e17,-0.316842710328014
EIDI-N,-8.86858998353786e16,9.85871873727325e16,1.88428980700027e17,-0.406106435863468
P3EN-E,-9.12453846616659e16,1.01066106160534e17,1.74032373298672e17,-0.274879667384582
49-0LI,-9.48530998606675e16,7.76958795108427e16,1.83948936901617e17,-0.320104363997135
IPAY-2,-8.97524192838666e16,1.02802064829619e17,1.8202218347958e17,-0.339133695085733
DAYP-G,-8.94941136733632e16,9.06355131236309e16,1.88326382367882e17,-0.392761280558785
IFJ-EL,-9.44932111599426e16,1.16320061215154e17,1.80864424642184e17,-0.291599233121908
47L-J4,-9.49035897753948e16,1.18481725532345e17,1.78000175832413e17,-0.261392420478006
Q-L07F,-9.16611999734875e16,1.11976378219027e17,1.82193803578401e17,-0.322347187642882
E-D0VZ,-9.55056284909112e16,1.24225254991961e17,1.81937991932551e17,-0.270338886557342
6WW-28,-8.65769177679563e16,1.24313656628532e17,1.74149597006309e17,-0.226655903923022
A8A-JN,-1.05807807623699e17,1.12652681847537e17,1.80532366824692e17,-0.270631753973245
S-NJBB,-1.073422066605e17,1.07640274018555e17,1.80910257684706e17,-0.281586700497848
T-GCGL,-6.83828699138922e16,1.11458156916144e17,2.06987537342967e17,-0.733996062073482
0MV-4W,-6.64493923505137e16,1.05588359907465e17,2.01981936419679e17,-0.662740650451935
TVN-FM,-7.15928528856505e16,1.03957446635964e17,2.02046249815733e17,-0.645798655286715
V-NL3K,-6.40624692968631e16,1.18074519837996e17,2.08846549086736e17,-0.763534235067045
AZBR-2,-7.32720637374535e16,9.75348451084614e16,2.10054452068321e17,-0.709048211289033
Z-8Q65,-7.4858990530627e16,1.00697015807573e17,2.16911516628947e17,-0.774685104548998
0J3L-V,-7.2917148253217e16,9.64809377795727e16,2.21741730757535e17,-0.790707332680492
H-NOU5,-5.72203611688299e16,1.03573190306983e17,1.58088080428413e17,-0.140606202412502
KX-2UI,-5.30745417739016e16,1.20265059563423e17,1.65984959149615e17,-0.158273715712624
MO-FIF,-4.7696453581042e16,1.27996852889375e17,1.6276216793907e17,-0.11322386947009
97-M96,-5.26177857107579e16,1.19935734951807e17,1.69905104147565e17,-0.188873280848758
MA-XAP,-5.07327675776426e16,1.29914858897454e17,1.59250930191022e17,-0.0972100661353091
C-J7CR,-4.99202389595545e16,1.25162553440334e17,1.53974700969251e17,-0.0854802019277957
Q-EHMJ,-4.7708893978364e16,8.95853266945386e16,1.46539404390849e17,-0.153372133592597
XSQ-TF,-3.81852254876977e16,9.67052016309406e16,1.50645294598251e17,-0.155434251905139
H-1EOH,-4.09367419336415e16,9.96587456432256e16,1.45199902458567e17,-0.171275001102492
IR-DYY,-3.57638467272528e16,1.06156956201791e17,1.4543836670215e17,-0.159338943641509
C-DHON,-2.7513266398246e16,1.19549353734524e17,1.37134302229025e17,-0.123954904685558
F-D49D,-2.85672571676211e16,1.04293856044768e17,1.44811873888434e17,-0.190937546270727
MQ-O27,-3.03359601613599e16,7.01758558876673e16,1.55434663613933e17,-0.128993620276374
H-EY0P,-2.35823933051402e16,6.6492093295138e16,1.52042783053892e17,-0.156086292541365
UNAG-6,-1.5005910065259e16,6.77113072564961e16,1.51281542566568e17,-0.223541959820471
E-SCTX,-1.41821926304525e16,6.46012649625875e16,1.4412171507974e17,-0.208451046635574
S6QX-N,-7.61837677702558e15,5.64759565676053e16,1.42558300710951e17,-0.217690868996501
IT-YAU,-9.28381380632908e15,5.10815031097108e16,1.40601310723188e17,-0.159459704310048
1VK-6B,-863942619663614,5.1354029253264e16,1.36755175421839e17,-0.169139023408093
7-PO3P,-9.63660684553477e15,6.89955942062102e16,1.47745997856845e17,-0.25789085011433
1W-0KS,-1.14761183953857e16,4.62324849273612e16,1.37967124658915e17,-0.102555951897639
669-IX,-6.11080625519605e16,1.08246416108541e17,1.74730918892324e17,-0.27015828460591
0R-F2F,-5.36068487888668e16,9.61718266135937e16,1.80890526670256e17,-0.312840829511786
R-P7KL,-5.57975026896101e16,1.1099122795474e17,1.75287050996903e17,-0.26398129376262
2DWM-2,-5.29790906004884e16,1.0371588447762e17,1.69580138312569e17,-0.204038901296806
XF-PWO,-5.37625818159704e16,1.11811228595399e17,1.79744421049455e17,-0.312208462742529
1N-FJ8,-5.00067148019138e16,9.74880740702516e16,1.73106648836876e17,-0.223294901710028
VI2K-J,-2.56008587921496e16,8.98418399694707e16,1.60553795116777e17,-0.131782425758982
ZLZ-1Z,-1.67650133172331e16,8.06219305496704e16,1.68143938224702e17,-0.171072464098047
6Y-WRK,-2.08549612768987e16,8.10767530473228e16,1.73714293455595e17,-0.155659972793586
RVCZ-C,-1.77097404675777e16,8.73701040324339e16,1.60771674953947e17,-0.142495517269056
5T-KM3,-1.86950019045696e16,8.19483488671154e16,1.79945130048372e17,-0.16597440825565
LS9B-9,-1.38201189518978e16,7.96342426395693e16,1.55978303823391e17,-0.198929609358876
1-GBBP,-5.7624972030502e16,1.20705487289687e17,2.09793461215405e17,-0.771741573204836
C-FP70,-5.25630913680888e16,1.28084507807709e17,2.14556963621392e17,-0.758770594183463
T-ZWA1,-4.8799326798318e16,1.18690260502342e17,2.10312191203037e17,-0.751691613937103
ZA0L-U,-6.0462026323117e16,1.30085004457106e17,2.22774541217157e17,-0.805105102916191
G96R-F,-6.05116223833911e16,1.23456323445552e17,2.27965725499628e17,-0.873329934480325
Y-ZXIO,-5.61809994531356e16,1.16132348558545e17,2.2668971299862e17,-0.900437793613486
